tid;tdate;tname;ttext;ttype;trep;tfav;tstcount;tfol;tfrien;listcount;noname
"413248246128336896";"1387361034";"ImperiyaZla";"RT @ZaxarBorisych: Юрий Лоза глуп, пиздлив, противоречив и хуйненосен. 

хочу, чтоб он сдох нахуй, а печатающее его Эхо устыдилось :-( 

ht…";"-1";"0";"22";"0";"19718";"165";"173";"3"
"413248364168609792";"1387361062";"A_kobilyatskaya";"Сейчас только что была у врача! Я наверное как дебил выгляжу,тк после специального гея у меня чуть-чуть мокрая голова,а я еще и в школе :(";"-1";"0";"0";"0";"767";"30";"8";"0"
"413248366772903937";"1387361063";"Donna_132";"http://t.co/7hnPQQu72L
Другая крайность: у тетки талия, как у осы(((";"-1";"0";"0";"0";"9402";"36";"65";"0"
"413248407999086592";"1387361072";"nitexadylesu";"16ого Августа, 2010 года, в Афганистане закидали камнями двух неверных ( в смысле – изменяли, предавались плотским утехам";"-1";"0";"0";"0";"455";"338";"355";"0"
"413248409861357568";"1387361073";"EimanNatysik";"@Julia_Stais 11классов???у меня после школы уже тоже семь лет прошло,офигеть как время летит да??=(((";"-1";"0";"0";"0";"2599";"107";"145";"0"
"413248410112622592";"1387361073";"Prokopan4ik";"была ооочень горда собой, пока не  сообщили, что в 4 классе  ещё не проходят  квадратные корни((";"-1";"0";"0";"0";"283";"17";"30";"0"
"413248411799154688";"1387361073";"al_iskimzhi";"Я об этом думаю уже 4 месяца. Все безрезультатно ;( http://t.co/lPL8G8SooB";"-1";"0";"0";"0";"453";"10";"8";"0"
"413248452328706048";"1387361083";"ybipatimi";"Удивительное дерьмо творится в русском интернете, ссылка   ведёт на быдловконтакт :(";"-1";"0";"0";"0";"570";"378";"373";"0"
"413248452525453312";"1387361083";"_mia_mur_";"Сегодня опять нужно зайди в колледж(
Так не охото,блин";"-1";"0";"0";"0";"2083";"43";"28";"0"
"413248495102201856";"1387361093";"t1z234";"RT @PaoloMaolo: #євромайдан после вчерашних соглашений с Путиным ценность Майдана возросла в разы. Разойдется Майдан  - прийдет Магадан-(((";"-1";"0";"5";"0";"1362";"3";"0";"0"
"413248582322761729";"1387361114";"RRRAM_Desh";"В прилож Google+ есть один большой минус.Это загрузка новых сообщений в сообществе после того как я зашел в него,а не во время или заранее:(";"-1";"0";"0";"0";"8823";"153";"40";"3"
"413248620297994240";"1387361123";"Vikakapitan";"@AnnMoreAmore оу за це так, я засмутилася(";"-1";"0";"0";"0";"1480";"207";"184";"1"
"413248622013083648";"1387361123";"00_katka";"Тренировки после НГ...О боже  как это (((";"-1";"0";"0";"0";"23";"3";"20";"0"
"413248624383250432";"1387361124";"come_on_in_";"@your_butterfly_ не плачь:(
у меня точно также былао, их было лол двое, в один день я приехала, смотрю под диван, там один валяется мертвый";"-1";"0";"0";"0";"14193";"1101";"834";"7"
"413248666544381952";"1387361134";"ohijadane";"Интересно, сколько уже чашек кофе я выжрал за сегодняшний день? о_О";"-1";"0";"0";"0";"536";"377";"399";"0"
"413248833020510208";"1387361174";"V_Sologonova";"@KononovaOsya я сейчас расплачусь :( тупой тупой день";"-1";"0";"0";"0";"1027";"116";"87";"0"
"413248876209262592";"1387361184";"on_your_shore";"Что вот мне не досталось мышления в качестве первой или второй функции? Хоть польза была бы...(";"-1";"0";"0";"0";"345";"0";"0";"0"
"413248960178835456";"1387361204";"kolomika98";"@_mazafucker_ ((((((
ну простите блин....не могу";"-1";"0";"0";"0";"122";"4";"5";"0"
"413249007251910656";"1387361215";"StopTheMonkeys";"Корпоратив, передай от меня привет Сохо(((";"-1";"0";"0";"0";"177";"7";"9";"0"
"413249092471373825";"1387361236";"mirajane23";"Снова ""синий экран смерти"". Ну что ж такое-то(( Срочно нужен проводной инет. Иначе SE убьет мой HP. Именно, хп.";"-1";"0";"0";"0";"6283";"114";"130";"0"
"413249444470358016";"1387361320";"Laureite";"Длинные платья с огромными рукавами и шлейфами хороши только на картинках. В реальности их нужно гладить =( http://t.co/wXKfcYIbHN";"-1";"0";"0";"0";"162";"9";"15";"0"
"413249449138216960";"1387361321";"v_kontsevoi";"Москвичка  САМА спрятала дочь на стройке и потом заявила о похищении.Что за женщины пошли?, мрак какой то(";"-1";"0";"0";"0";"8401";"107";"49";"5"
"413249494399352832";"1387361331";"tupovehefoca";"Блиииин, верните зиму, вобще не улыбает ложиться спать засветло (";"-1";"0";"0";"0";"499";"372";"376";"0"
"413249497809309696";"1387361332";"PolinaDawydowa2";"RT @Polishaa16: после просмотра этого  дурацкого факела, Полли заболела, Полли сейчас умрет, от ужасно боли в горле((";"-1";"0";"1";"0";"1446";"18";"35";"0"
"413249580377989120";"1387361352";"badmaarag_s";"@pooshig ганц өдөр би нь атаман байж болохгүй муу :( @Aingio_adore";"-1";"0";"0";"0";"7954";"1715";"618";"3"
"413249881005096960";"1387361424";"Averinyshkina";"До Н.Г. осталось чуть чуть а квартиры нет ;(";"-1";"0";"0";"0";"20";"2";"3";"0"
"413249921941516289";"1387361433";"an_lee";"@New_Ne3abydka а унитазы ппц..стали делать...ну...4е я ток не делаю порой(";"-1";"0";"0";"0";"28495";"1053";"146";"79"
"413249924059631616";"1387361434";"pihler2009";"RT @ChistoLenta: Мощнейшего Кашина почитайте((( http://t.co/kTpU5vxPSd";"-1";"0";"8";"0";"7402";"222";"442";"2"
"413249962898501633";"1387361443";"slaboumnietyan";"еще одно полугодие с боярчук и камышниковой. нас кто-то сильно ненавидит =(((((((((((((((((";"-1";"0";"0";"0";"34";"0";"0";"0"
"413250134705971200";"1387361484";"FishSash";"На улице весна,  зачет сдан, жизнь почти прекрасна.  На работу:(";"-1";"0";"0";"0";"1028";"41";"41";"0"
"413250137390317568";"1387361485";"rizhyha";"@gizdasale я на чаепитие собиралась. Но ты же не пойдёшь, и Макарчик(";"-1";"0";"0";"0";"7";"5";"4";"0"
"413250177193889792";"1387361494";"arina_sg";"и сам не позвонил не сказал и трубку не берет(";"-1";"0";"0";"0";"814";"29";"27";"0"
"413250260404682752";"1387361514";"rosenkrantzdead";"Вот уж чего не ожидал, так это того, что Алена знает, что такое слэш о_О";"-1";"0";"0";"0";"20514";"105";"70";"5"
"413250260405084160";"1387361514";"CarolineNomm";"@just_graceful с лестницы вчера навернулась:(";"-1";"0";"0";"0";"1924";"24";"43";"0"
"413250263680831488";"1387361515";"AliceSheckherd";"RT @GeisbertA: Иногда мне кажется, что парни с девушками поменялись местами(((";"-1";"0";"1";"0";"475";"201";"182";"0"
"413250343518994433";"1387361534";"GaGa_oo_lala";"@_KEKCUK_ вангла пля, у меня контрохи были и лабораторка ахзаза
спалось плохо, заболела из-за холода в шк(";"-1";"0";"0";"0";"23257";"1235";"1546";"22"
"413250343934255104";"1387361534";"_zavtikal";"Старые травмы дают о себе знать, растянула спину :(";"-1";"0";"0";"0";"1661";"38";"33";"0"
"413250344102006784";"1387361534";"Filonova";"@amdeluxe апупенные! жаль нельзя репост =(";"-1";"0";"0";"0";"49542";"1165";"734";"46"
"413250478714388480";"1387361566";"VelFreedom";"Вчера в боулинге было круто,но Юля мне разбила новый телефон и теперь не до веселья(";"-1";"0";"0";"0";"440";"17";"16";"0"
"413250564093657088";"1387361586";"donell_culshaw";"RT @telydapybef: приходил.... Посоветовала измениться и найти другую(( Помогите мне пожалуйста.. Вот чО эт";"-1";"0";"1";"0";"506";"200";"192";"0"
"413250608075132928";"1387361597";"tafazijerom";"RT @lusyjukujohe: Как же теперь без Коляна с 11 апреля?!(((";"-1";"0";"3";"0";"538";"201";"204";"0"
"413250611258621952";"1387361598";"ahkuchiki";"В Москве прямо весна с капелью. Только бы внезапно зима не наступила к вечеру. :(";"-1";"0";"0";"0";"8036";"69";"156";"8"
"413250740942278656";"1387361629";"White_Suit";"Ааа я так нервничаю 
Выступать придется :( http://t.co/JwlCihmb8g";"-1";"0";"0";"0";"1217";"120";"102";"0"
"413250824551550976";"1387361649";"PattiLeach14";"@sujurynurawo, Едем по саратову.думаю о нем жестоко:(";"-1";"0";"0";"0";"367";"4";"0";"0"
"413250867244986368";"1387361659";"dianushka19";"в такие моменты чувствую себя плаксой миртл ;(";"-1";"0";"0";"0";"2104";"41";"38";"2"
"413250906063245312";"1387361668";"_mariomax_";"@everybodyship это все 2013 год виноват:(";"-1";"0";"0";"0";"118144";"1830";"58";"95"
"413250912304779264";"1387361669";"bocenacoyr";"RT @niqivekyce: Не могу понять, почему ФФ тормозит :( Тормоза при скролле и выделении текста. Что-то делаешь, водишь мышкой, или крутишь";"-1";"0";"3";"0";"554";"371";"380";"0"
"413264624772190208";"1387364939";"lifewithnosense";"Купил в @falanster книжку @planca А вот нетленку от @netovetz раскупили(";"-1";"0";"0";"0";"36887";"893";"735";"9"
"413264673375412224";"1387364950";"john95t";"Родственники...такие родственники(( Не нрааавится(";"-1";"0";"0";"0";"411";"30";"31";"0"
"413264673782263808";"1387364950";"vladamysva";"Будит меня мама утром и говорит,что кешка умер;(";"-1";"0";"0";"0";"2133";"97";"79";"2"
"413264754934038529";"1387364970";"OganesianA";"@pomazkinv @KSHN теперь тебя нельзя называть Винни?(";"-1";"0";"0";"0";"5659";"266";"158";"2"
"413264799016173568";"1387364980";"dexeluto";"чорд, пакет ""пивные велопокатушки"" в том отеле пока еще недоступен. а так хотелось :(";"-1";"0";"0";"0";"573";"363";"407";"0"
"413264837594996736";"1387364990";"govnosranoe";"@dirik_69 них се, на каток ходишь вот ета лааааал, тажи хочу:( а вообще молодес, будешь спортивным дебилом с;";"-1";"0";"0";"0";"27";"21";"38";"0"
"413264840023502848";"1387364990";"HmeRoom";"надіюсь не я одна плакала на цьому моменті;(( http://t.co/XKyM6ltiIx";"-1";"0";"0";"0";"91";"6";"9";"0"
"413264930083979264";"1387365012";"fleystusha";"я все еще не могу смириться с тем,что все закончено.хочу снова ему написать и снова быть кому-то нужной,ну что за херня,а ;(";"-1";"0";"0";"0";"3765";"47";"22";"0"
"413265011436306432";"1387365031";"katysha7347";"@leriamonava она уже в Солнышке не занимается :(";"-1";"0";"0";"0";"6943";"84";"88";"0"
"413265051131609088";"1387365040";"landondamn";"Если вчера был супер дерьмовый день, а сегодня просто вау, это ведь не Окей :(";"-1";"0";"0";"0";"6337";"25";"55";"0"
"413265052683497472";"1387365041";"DonniBo";"не так я конечно мечтала снять эту трубу:|
 #Minsk #Belarus #city #winter #instaphoto #instaminsk http://t.co/tt3CWnzANL";"-1";"0";"0";"0";"14071";"111";"71";"1"
"413265247835656192";"1387365087";"Jolly_Sunbro";"Сегодня впервые поцеловался с тянкой:3 Все было круто но...это все неправда:(";"-1";"0";"0";"0";"5";"5";"5";"0"
"413265251241439233";"1387365088";"Exsty_w";"я хочу юбку,черное платье,каблуки,новые штаны,свитер,и кучу кучу косметики((";"-1";"0";"0";"0";"44";"0";"0";"0"
"413265284984614912";"1387365096";"TemaBolshoi";"я был в нём счастлив и не хотел просыпаться(";"-1";"0";"0";"0";"224";"15";"32";"0"
"413265421790236672";"1387365129";"ThaMcLight";"@graver_zv, проводы хоть были? бля. Я скучать буду(";"-1";"0";"0";"0";"2473";"52";"34";"0"
"413265462093684736";"1387365138";"kydesogewa";"RT @ybypetizk: фублин, как голова болит :(";"-1";"0";"1";"0";"541";"385";"388";"0"
"413265507500843008";"1387365149";"lidochka_f";"@Fran_Sheyn хахаха:З это был один такой урок, а на остальных контрольные(((бебебебе";"-1";"0";"0";"0";"2423";"383";"408";"1"
"413265546361044992";"1387365159";"IrinaV__";"@aluona2704 у меня не принимают смс на ру-тв (((увы ..";"-1";"0";"0";"0";"9869";"185";"194";"2"
"413265679853162497";"1387365190";"iriskaa_iriska";"@Shyrochka007 ну так и я бы если на маршрутке добиралась.тоже бы в пути ещё была:(";"-1";"0";"0";"0";"806";"24";"20";"1"
"413265716691734528";"1387365199";"vasinskay";"снова я ""безответственная"" и ""плохая""...спасибо за всё...устала :,,,((";"-1";"0";"0";"0";"758";"26";"24";"0"
"413265761206292481";"1387365210";"dmych";"Сегодня опять день головной боли и плохого самочувствия. :( Я стал ""метеозависимым""?";"-1";"0";"0";"0";"36979";"911";"101";"69"
"413265762393268224";"1387365210";"mozgovayad";"RT @Svetkooooo: С моим голосом творится какой-то ужас(";"-1";"0";"1";"0";"5398";"110";"58";"0"
"413265846094794753";"1387365230";"Caxapooooock";"Хочу пойти погулять но мама врятли пустит(";"-1";"0";"0";"0";"56";"71";"95";"0"
"413265898439725057";"1387365242";"xehojuhityv";"в моих страданиях из-за разлуки ты не виновата,виноват я один,что слишком сильно к тебе привязался...((((";"-1";"0";"0";"0";"451";"57";"166";"0"
"413265898615877632";"1387365242";"pululaka";"Когда окончательно решаем поставить точку,зачем-то добавлем рядом еще две((((";"-1";"0";"0";"0";"525";"70";"112";"0"
"413265938218516480";"1387365252";"mama_more";"@ScheblykinaLili @iUni_ru нет, он правда уходит((";"-1";"0";"0";"0";"9677";"228";"249";"10"
"413265939480993793";"1387365252";"EgorovaIvanna";"бля, до сих пор не знаю где с кем буду отмечать НГ ((";"-1";"0";"0";"0";"777";"14";"14";"0"
"413266112827387904";"1387365294";"popa_pikachu";"RT @ArinushkaLovely: @popa_pikachu я так скучал так скучал (((";"-1";"0";"1";"0";"8908";"570";"469";"7"
"413266112869330944";"1387365294";"ArinaWow";"Меня всегда интересовало чья бентли из салона лямов за 17 периодически появляется у адмирала :(";"-1";"0";"0";"0";"8368";"153";"74";"0"
"413266157064708096";"1387365304";"radostev_v";"@absolutbounty тот, который все время на руке фоткался?!(";"-1";"0";"0";"0";"22349";"416";"180";"25"
"413266195807080449";"1387365313";"seguin_lnd";"когда уже у нас будет такое тв(
Manchester City players champions League draw reaction | 16/12/13: http://t.co/WGywJB7i9V с помощью @youtube";"-1";"0";"0";"0";"11274";"2182";"496";"5"
"413266326573293568";"1387365345";"Nastena_Ryabova";"@between_temples @DEEESTROOYYYAA мне так Цой не нравится… из современных наших русских никого нормального нет( а у его песен смысл был";"-1";"0";"0";"0";"1110";"144";"502";"0"
"413266452842840064";"1387365375";"shashi_vashisth";"Вы все так меня забыли, меня это не радует:(";"-1";"0";"0";"0";"56";"6";"40";"0"
"413266497348202496";"1387365385";"Dolzhikov_Alex";"Когда некому сидеть с детьми, все моментально вспоминают про доброго укротителя детей - дядю Сашу.(((";"-1";"0";"0";"0";"10602";"282";"90";"1"
"413266580517052416";"1387365405";"AnnieDemysheva";"@A_Osipenko @AlionaTs а я не в курсе, как всегда :(";"-1";"0";"0";"0";"4118";"72";"40";"2"
"413266626738274304";"1387365416";"Katrin_Dedova";"знаете,с одной стороны ппц жалкоо:(( но блииин";"-1";"0";"0";"0";"2943";"39";"36";"0"
"413266629120643072";"1387365417";"markulya_10";"#ржд сегодня не продает мне билеты на сайте(((";"-1";"0";"0";"0";"7374";"212";"185";"4"
"413266673710669824";"1387365427";"NikalleAnn";"RT @Alimova13: проще сдохнуть, чем выучить весь этот пиздец по биологии:(";"-1";"0";"1";"0";"3812";"16";"12";"0"
"413266707906838528";"1387365435";"A_V_Bogdanova";"RT @Rina_Holmes: @A_V_Bogdanova как ты там? давно уже не разговаривали( я скучаю между прочим♥ http://t.co/XNFFy84Qp7";"-1";"0";"1";"0";"1267";"28";"30";"0"
"413266712822575104";"1387365437";"yanok98";"RT @alina1456: Сейчас физика будет
Мой мозг будет кипеть(";"-1";"0";"1";"0";"533";"13";"17";"0"
"413266792615014400";"1387365456";"isybevyd";"RT @ihyseluxeh: Ну ё маё а поляки то нас делают по рейтингу! Хреновато у нас с линуксами видать :-(";"-1";"0";"1";"0";"591";"399";"388";"0"
"413266971006742528";"1387365498";"Straifi";"Охуенно и пиздато, но руки из жопы и хер так сделаю(( http://t.co/0W5SaQinpj";"-1";"0";"0";"0";"6873";"154";"117";"4"
"413266973779165184";"1387365499";"J_SWAGGY_J";"ну охуеть теперь он уходит ( не надо так...";"-1";"0";"0";"0";"3327";"1143";"1966";"2"
"413266976543617024";"1387365500";"kradenova_Yana";"RT @O_Obnulyay: Я, пожалуй, останусь сумасшедшим. Буду жить так, как хочу, а не так, как хочется другим";"-1";"0";"10";"0";"6095";"151";"30";"0"
"413267026522947584";"1387365511";"tanyaxdtanya";"@Momos_BB @choppamyu ну ахуеть вообще :| а каю нельзя";"-1";"0";"0";"0";"56278";"380";"192";"1"
"413267108001480705";"1387365531";"Honey_dama";"Это не рай, это ад для человека,который на диете! Умираю(( #sweets #gifts #NewYear #диета #печальбеда… http://t.co/kYY1tKZ31u";"-1";"0";"0";"0";"24441";"731";"526";"6"
"413267113215025152";"1387365532";"kolesnech";"RT @Kookooruza: Котику нужны новые хозяева, у ребенка аллергия :( котику 5 месяцев. Please RT http://t.co/YiOCEgKnjx";"-1";"0";"6";"0";"7081";"125";"49";"7"
"413267219926093824";"1387365558";"m__mockingjay";"еще мой добрый одноклассник Наиль пострадал(( 
его тож намазали";"-1";"0";"0";"0";"22132";"912";"328";"4"
"413267362146975744";"1387365591";"Ntrqx";"@my_solar_wind почему я прочитал ""педофилия""?(";"-1";"0";"0";"0";"1403";"14";"30";"0"
"413267363362922496";"1387365592";"LenaLegovna";"@dkojevnikova именно с этими мыслями я хожу последний час =(";"-1";"0";"0";"0";"5282";"159";"54";"7"
"413267364264689664";"1387365592";"Kaptanganov";"Наступило странное время года. Утром - ночь, вечером - ночь. А днем я... РАБОТАЮ... :(((";"-1";"0";"0";"0";"3747";"6481";"6416";"31"
"413267408023855104";"1387365602";"trancersha";"@DenisenckoD я Diesel.fm одно время слушала, а потом бросила -_- на рекорде есть транс,но редко играет(";"-1";"0";"0";"0";"25952";"2561";"2238";"48"
"413267409471303680";"1387365603";"AnyaShengel";"Опять Лизу подставила, да что я за подруга-то такая хуевая :(";"-1";"0";"0";"0";"9120";"165";"125";"1"
"413267449765969920";"1387365612";"IndependentLook";"Втроем делаем базу... А  в итоге я - выпадающее звено( Ибо сердце и ноги болят(";"-1";"0";"0";"0";"1334";"9858";"322";"1"
"413267535371309056";"1387365633";"TiniTatyana";"@PolyaPoliPoli Я тебя так понимаю:(( Взяли и выкинули мечту на мусорку:(( #ДомМечты";"-1";"0";"0";"0";"1009";"24";"25";"0"
"413267536386736128";"1387365633";"andreandreee";"RT @ilya_shepelin: Проект Лидия Аркадьевна с нового года будет закрыт((( http://t.co/mQR7fZbLNm";"-1";"0";"1";"0";"12072";"159";"311";"1"
"413267623598895104";"1387365654";"shandarina";"Ужас что узнала,  да была лучшего мнения ((";"-1";"0";"0";"0";"2336";"25";"22";"0"
"413267799335661568";"1387365696";"Gene_Boo_1D";"@_PlsDie_ У нас время же не так много ((9( И вапщ ты там сам наверн уссался от страха";"-1";"0";"0";"0";"32065";"415";"203";"16"
"413267800132558848";"1387365696";"vse_horoscho";"""Надя, я мужик, я не могу есть ничего"". :(";"-1";"0";"0";"0";"1894";"87";"87";"0"
"413267801592573952";"1387365696";"pincar_";"RT @back_to_90th: Уже не вернешь то время...( http://t.co/gVoaTtYiZZ";"-1";"0";"39";"0";"604";"34";"222";"0"
"413267847570137089";"1387365707";"ifurllywantmore";"@Nikakravch @sdthaking бля сук зависть ((((";"-1";"0";"0";"0";"9658";"154";"124";"1"
"413267849843834880";"1387365708";"pivygobagisi";"Запустил обновление Ubuntu 9.10. пока н виртуальной машине. Оно уже сразу ругается на неподдерживаемые пакеты :-(";"-1";"0";"0";"0";"510";"347";"347";"0"
"413267969708662784";"1387365736";"karinameleshin1";"RT @O_Obnulyay: Счастье — это найти того, кто искал тебя.";"-1";"0";"12";"0";"1210";"25";"24";"0"
"413267974913794048";"1387365738";"KSHN";"@ivan_f_davydov Раздели на несколько твитов((";"-1";"0";"0";"0";"259988";"67965";"1548";"1479"
"413267975823949824";"1387365738";"alenaangel73";"Смысла нет справлять Новый год, когда рядом нет никого.  :(";"-1";"0";"0";"0";"439";"51";"17";"0"
"413268012729249794";"1387365747";"lcassandrazys";"да запарили китайцы потому что ;(( все ебут со всех сторон ??";"-1";"0";"0";"0";"4294";"640";"978";"4"
"413268014264758273";"1387365747";"lovetk6";"@mimilol69 это пизда при том что я вт ви уже пол года почти как. .:(";"-1";"0";"1";"0";"2617";"516";"453";"4"
"413268097085505536";"1387365767";"GirlCat4";"Честно зае*ло это...всю жизнь всё плохие....да бесит....:(";"-1";"0";"0";"0";"1098";"22";"29";"0"
"413268097593016320";"1387365767";"Cusa44Margo";"RT @O_Obnulyay: СЛОВА - это ключи! правильно подобрав, открыть можно любую душу и закрыть любой рот!";"-1";"0";"7";"0";"98";"2";"54";"0"
"413268146166837249";"1387365778";"gromoglasnaya";"@mrbrazhnik я тоже была для тебя знакомой?(";"-1";"0";"0";"0";"8061";"102";"91";"0"
"413268149820088320";"1387365779";"Sugar_Mama007";"всем нравятся накачанные пацаны, а мне сисястые тёлки:(";"-1";"0";"0";"0";"1668";"32";"21";"0"
"413268287498113025";"1387365812";"Any_Tishurova";"песни Под Гитару – Я куплю тебе новую жизнь. 
Мааакс, Саша, Миша, лагерь, я скучаю :(";"-1";"0";"0";"0";"2270";"36";"21";"1"
"413268369337352192";"1387365832";"divergo";"бибер объявил об уходе со сцены
моя жизнь просто рухнула
просто
как карточный домик........((9999(9";"-1";"0";"0";"0";"5099";"37";"28";"0"
"413268587030511616";"1387365883";"BoomDar";"В учебе полный завал. Не хватка времени и сна(";"-1";"0";"0";"0";"3053";"59";"48";"0"
"413268629535596544";"1387365894";"VasilisaNutrikh";"Со стихом покончено
ИЛ сволоч, ну почему она такая злая?
Где наша любимая НВ?(";"-1";"0";"0";"0";"5738";"72";"30";"0"
"413268675345801216";"1387365905";"pezebyponux";"@radedoj, Такое чувство будто от меня кусок оторвали , как будто я переехала на другой конец планеты (";"-1";"0";"0";"0";"359";"0";"0";"0"
"413268675387326464";"1387365905";"Bad__Thing";"@Elizavetarok к сожалению нит(((9 
бля, а то я уж подумал...";"-1";"0";"0";"0";"22032";"204";"158";"0"
"413268712381480960";"1387365913";"Viktoria_Tven";"Любимый пошел по делам, а я дома скучаю (";"-1";"0";"0";"0";"2256";"27";"7";"0"
"413268765259091968";"1387365926";"Nastya_Masika";"Порой листаю фотки в инстаграмме и не понимаю, кто или что на фото, все однообразно как-то, аж плакать хочется(";"-1";"0";"0";"0";"12507";"115";"67";"0"
"413268806937870336";"1387365936";"zagequleqibaqe";"RT @zetujyxoqet: такой мальчик приснился... Сцуко,почему они мне только снятся!??!( http://t.co/53YbSkV66k Мне";"-1";"0";"4";"0";"565";"194";"199";"0"
"413268848184672256";"1387365946";"lenuuuusik";"@Dianochka1407 ну спасибо на добром слове:(";"-1";"0";"0";"0";"1419";"35";"34";"0"
"413268894145843200";"1387365957";"Kevin31430083";"@I_AM_ISTERICHKA К сожалению нееет (((( я очень расстроена";"-1";"0";"0";"0";"4366";"231";"218";"3"
"413268938458660864";"1387365967";"4eshirskaya";"RT @mashundga: @johnnlemonn @4eshirskaya мне нужен огромный гинесс спокойствия( и желательно прямо сейчас!";"-1";"0";"1";"0";"1735";"44";"55";"0"
"413268985954988033";"1387365979";"4post21";"@_Anastassiya__ @Dimin_Mikrofon злая ты:((";"-1";"0";"0";"0";"898";"52";"216";"0"
"413269021346496512";"1387365987";"OXUEHHA";"@DzhozziR вот как у меня с обновлением :( http://t.co/5f17zNkyE8";"-1";"0";"0";"0";"16882";"267";"102";"5"
"413269153202466817";"1387366018";"KobralIvan";"нога болит( словно чувствует настроение эта порванная связка(";"-1";"0";"0";"0";"219";"4";"18";"0"
"413269242159435776";"1387366040";"Dimanyashka";"@neona_msu @_stalles у меня не такая:( напишу им багрепорт";"-1";"0";"0";"0";"358";"33";"46";"0"
"413269286350622720";"1387366050";"GildisbertoEpta";"Я никогда так в гавно не ужиралась. Но баскетбол дал о себе знать...пузо набито, встать не могу :(";"-1";"0";"0";"0";"4718";"75";"116";"0"
"413269328742858752";"1387366060";"d1i2m3";"@BWzrd @svpressa Это правда.Деньги даются за просто так.Никаких гарантий,никаких льгот, просто возьмите наши денежки и всё:(";"-1";"0";"0";"0";"43147";"185";"90";"1"
"413269373366046720";"1387366071";"vasilianna11";"Питер Джексон сошел с ума:(мне не понравилось:(Тауриель и Кили!что за сантименты?что это было вообще? #Хоббит";"-1";"0";"0";"0";"2121";"30";"38";"0"
"413269410598879232";"1387366080";"JustTropicana";"RT @Flyder34: Я быстрее слезу с кровати утром чтоб пойти посмотреть мультики, чем в универ идти.
Почему это не наоборот?(";"-1";"0";"1";"0";"1754";"80";"71";"1"
"413269462679572480";"1387366092";"febyvecikot";"Поставил на тестовую машину Openfiler. Ниасилил.  :(";"-1";"0";"0";"0";"527";"333";"339";"0"
"413269503657934848";"1387366102";"karisha_bondar";"Ударила губу стулом ,теперь шишка и ужасно болит(";"-1";"0";"0";"0";"5293";"76";"64";"0"
"413269546620157952";"1387366112";"kashamanka_";"Мимо проходящий парень обернулся на меня и очень странно посмотрел. Прости, чувак, что ты это услышал :(";"-1";"0";"0";"0";"1269";"40";"35";"1"
"413269581160280064";"1387366120";"lizefrem";"@uigu_ivanova ого 25 оо а у нас уже завтра (";"-1";"0";"0";"0";"1699";"33";"17";"0"
"413269582041083904";"1387366121";"MarinaKolchina";"Нет ничего хуже,чем быть журналистом в Питере. Вокруг скопище пиздец каких талантливах,широкомыслящих и креативных коллег.И среди них ты.(";"-1";"0";"0";"0";"1761";"37";"34";"0"
"413269629386383360";"1387366132";"Roksanhatyn";"О боже, завтра день рождения,кошмар((( http://t.co/3nG8qc2NbR";"-1";"0";"0";"0";"150";"477";"2014";"0"
"413269666631790592";"1387366141";"LerochkaFomina";"RT @O_Obnulyay: Никогда не смейся над тем, что выбирает твоя девушка. Ведь ты - тоже ее выбор.";"-1";"0";"4";"0";"43152";"234";"195";"1"
"413269667210600448";"1387366141";"little_stuff_";"однажды мне обоссали одеяло пока я спала
ахах.....((";"-1";"0";"0";"0";"31082";"680";"303";"21"
"413269669005361155";"1387366141";"miracledasha";"@oduwash И я:( Я вообще радовалась, что не проведу 2 недели каникул лёжа на диване, а тут на тебе!";"-1";"0";"0";"0";"9831";"119";"47";"0"
"413269671660756992";"1387366142";"narkashka";"@angelino_ochka а сколько ей лет?!
И вообще, как так скаааа??";"-1";"0";"0";"0";"1479";"30";"39";"0"
"413269711968043008";"1387366152";"AndroiRoman";"@zen_pc многие остается неизменным:(. У самого iMac.";"-1";"0";"0";"0";"1023";"22";"22";"0"
"413269836123635713";"1387366181";"LerochkaFomina";"RT @O_Obnulyay: СЛОВА - это ключи! правильно подобрав, открыть можно любую душу и закрыть любой рот!";"-1";"0";"9";"0";"43156";"234";"195";"1"
"413269838673772544";"1387366182";"MeowBad";"RT @IlyaRyzanskiy74: БЛ. ХАТУ НА НГ ДО СИХ ПОР НЕ НАШЛИ :(((((((( ПЛАК ПЛАК";"-1";"0";"1";"0";"1063";"33";"37";"0"
"413269877877530624";"1387366191";"Lilok_NY";"@sof_kat оооо интересно... та да да да.... поподробнее ок да? :333
а я в субботу поеду в Китай азазаза 
собирались завтра, но не получилось(";"-1";"0";"0";"0";"8656";"60";"93";"0"
"413269966293463041";"1387366212";"DaShulenina";"прождала этот АВТОБУС 40 МИНУТ 
никуда кароч я не еду..(";"-1";"0";"0";"0";"3811";"65";"65";"0"
"413270134409920512";"1387366252";"Ann_Raccoon_Aks";"еду на тренировку сразу после школы((не люблю я когда так поздно заканчиваю...";"-1";"0";"0";"0";"2143";"60";"72";"0"
"413270172800413696";"1387366262";"zayazaya007";"О бооже,моя головаа,раскалывается,что спала,что нет;(";"-1";"0";"0";"0";"136";"19";"19";"0"
"413270174322929664";"1387366262";"prigodad";"Всё я на английский пошёл вернусь не скоро((";"-1";"0";"0";"0";"107";"146";"1152";"0"
